CPV,1,42,37000000
ProcurerWatch,1,19,3127
SupplierWatch,1,45,6921
CPV,2,2,99999999
CPV,2,44,43200000
CPV,2,44,43300000
CPV,2,44,43400000
CPV,2,44,43500000
CPV,2,44,43600000
CPV,2,44,43700000
CPV,2,44,43800000
CPV,2,44,44000000
CPV,2,44,45000000
CPV,2,44,71200000
CPV,2,44,71210000
CPV,2,44,71220000
CPV,2,44,71230000
CPV,2,44,71240000
CPV,2,44,71250000
CPV,2,44,71300000
CPV,2,44,71400000
CPV,2,44,71500000
CPV,2,44,71700000
CPV,2,46,33000000
CPV,2,46,33100000
CPV,2,46,33600000
CPV,2,46,33700000
CPV,2,46,33900000
CPV,2,46,66500000
CPV,2,46,75300000
CPV,2,46,85100000
CPV,2,46,85300000
CPV,2,47,66500000
CPV,2,47,75200000
CPV,2,47,75300000
CPV,2,47,85000000
CPV,2,47,85100000
CPV,2,47,85200000
CPV,2,47,85300000
CPV,2,48,35000000
CPV,2,48,35100000
CPV,2,48,35200000
CPV,2,48,35300000
CPV,2,48,35400000
CPV,2,48,35500000
CPV,2,48,35600000
CPV,2,48,35700000
CPV,2,48,35800000
CPV,2,49,09000000
CPV,2,49,09100000
CPV,2,49,09110000
CPV,2,49,09111000
CPV,2,49,09111100
CPV,2,49,09111200
CPV,2,49,09111300
CPV,2,49,09111400
CPV,2,49,09112000
CPV,2,49,09113000
CPV,2,49,09120000
CPV,2,49,09130000
CPV,2,49,09200000
CPV,2,49,09210000
CPV,2,49,09220000
CPV,2,49,09230000
CPV,2,49,09240000
CPV,2,49,09300000
CPV,2,49,76000000
CPV,2,49,76100000
CPV,2,49,76200000
CPV,2,49,76300000
CPV,2,49,76400000
CPV,2,49,76500000
CPV,2,49,76600000
CPV,2,50,32000000
CPV,2,50,32200000
CPV,2,50,32300000
CPV,2,50,32400000
CPV,2,50,32500000
CPV,2,50,64200000
CPV,2,50,64210000
CPV,2,50,64220000
CPV,2,50,72300000
CPV,2,50,72400000
CPV,2,51,65000000
CPV,2,51,65100000
CPV,2,51,65200000
CPV,2,51,65300000
CPV,2,51,65400000
CPV,2,51,65500000
CPV,2,52,14000000
CPV,2,52,14200000
CPV,2,52,14300000
CPV,2,52,14400000
CPV,2,52,14500000
CPV,2,52,14600000
CPV,2,52,14700000
CPV,2,52,14800000
CPV,2,52,14900000
CPV,2,52,43000000
CPV,2,52,43100000
CPV,2,52,43200000
CPV,2,52,43300000
CPV,2,52,43400000
CPV,2,52,43500000
CPV,2,52,43600000
CPV,2,52,43700000
CPV,2,52,43800000
CPV,2,54,99999999
CPV,2,56,70300000
CPV,2,56,71310000
CPV,2,56,71320000
CPV,2,56,71400000
CPV,2,56,71500000
CPV,2,56,71510000
CPV,2,56,71520000
CPV,2,56,71530000
CPV,2,56,71540000
CPV,2,56,71550000
CPV,2,56,71600000
CPV,2,56,71610000
CPV,2,56,71620000
CPV,2,56,71630000
CPV,2,56,71800000
CPV,2,56,72600000
CPV,2,56,73000000
CPV,2,56,73100000
CPV,2,56,73200000
CPV,2,56,73300000
CPV,2,56,73400000
CPV,2,56,79300000
CPV,2,56,79400000
CPV,2,58,16000000
CPV,2,58,16100000
CPV,2,58,16300000
CPV,2,58,16400000
CPV,2,58,16500000
CPV,2,58,16600000
CPV,2,58,16700000
CPV,2,58,16800000
CPV,2,58,34000000
CPV,2,58,34100000
CPV,2,58,34200000
CPV,2,58,34300000
CPV,2,58,34400000
CPV,2,58,34500000
CPV,2,58,34600000
CPV,2,58,34700000
CPV,2,58,34900000
CPV,2,58,60000000
CPV,2,59,30200000
CPV,2,59,48000000
CPV,2,59,72000000
CPV,2,60,33000000
CPV,2,61,15000000
CPV,2,62,66000000
CPV,2,63,03000000
CPV,2,63,16000000
CPV,2,63,77000000
CPV,2,64,79340000
CPV,20,67,32000000
CPV,20,67,32200000
CPV,20,67,32300000
CPV,20,67,32400000
CPV,20,67,32500000
SupplierWatch,20,59,3995
SupplierWatch,20,60,5584
ProcurerWatch,21,20,1253
SupplierWatch,21,58,10266
ProcurerWatch,22,21,17315
CPV,29,65,33100000
CPV,29,65,33600000
ProcurerWatch,37,22,2080
CPV,41,68,32300000
CPV,41,68,32310000
CPV,41,68,32320000
CPV,41,68,32330000
CPV,41,68,32340000
CPV,41,68,32350000
CPV,41,68,32360000
CPV,41,68,32400000
CPV,41,68,32500000
CPV,41,68,35700000
CPV,41,68,35710000
CPV,41,68,35720000
CPV,41,68,35721000
CPV,41,68,35722000
CPV,41,68,35723000
CPV,41,68,35730000
CPV,41,68,35740000
CPV,53,69,73000000
CPV,53,69,79300000
CPV,59,70,30000000
